recipe_id,recipe_name,legacy_recipe_name,category,cuisine_inspiration,difficulty,servings,prep_minutes,cook_minutes,ingredients,method,why_this_works_for_tha,planner_readability_notes,acquisition_lane,acquisition_type,meal_source_type,collection,import_key,slug
THA-180,"Moroccan-style Egg, Courgette & Parsnip Stuffed Pitta 2",,lunch,Moroccan-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
6 eggs
250g courgette, chopped
250g parsnip, chopped
250g quinoa
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add egg, courgette and parsnip, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the quinoa as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Egg, courgette, parsnip and quinoa create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains egg
contains courgette
contains parsnip
contains quinoa
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-180,Moroccan-style-egg-courgette-parsnip-stuffed-pitta-2
THA-181,"Thai-style Haricot Bean, Cherry Tomato & Spinach Jacket Potato",,lunch,Thai-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin haricot beans, drained
250g cherry tomato, chopped
250g spinach, chopped
250g wholegrain wrap
1 tsp ginger
1 tsp lime
200ml reduced-fat coconut milk
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add haricot bean, cherry tomato and spinach, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholegrain wrap as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Haricot Bean, cherry tomato, spinach and wholegrain wrap create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains haricot bean
contains cherry tomato
contains spinach
contains wholegrain wrap
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-181,Thai-style-haricot-bean-cherry-tomato-spinach-jacket-potato
THA-182,"Peruvian-style Sardine, Sweetcorn & Cherry Tomato Frittata 2",,lunch,Peruvian-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
4 quality sardine fillets or 350g sardine
250g sweetcorn, chopped
250g cherry tomato, chopped
250g wholegrain bread
1 tsp cumin
1 tsp lime
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add sardine, sweetcorn and cherry tomato, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholegrain bread as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Quality sardine is paired with sweetcorn, cherry tomato and wholegrain bread for a whole-food meal where protein is balanced by vegetables and fibre.","category: lunch
contains sardine
contains sweetcorn
contains cherry tomato
contains wholegrain bread
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-182,Peruvian-style-sardine-sweetcorn-cherry-tomato-frittata-2
THA-183,"British Feta, Red Cabbage & Radish Lunch Bowl 2",,lunch,British family kitchen,easy,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g feta
250g red cabbage, chopped
250g radish, chopped
250g wholewheat couscous
1 tsp thyme
1 tsp parsley
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add feta, red cabbage and radish, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholewheat couscous as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Feta, red cabbage, radish and wholewheat couscous create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains feta
contains red cabbage
contains radish
contains wholewheat couscous
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-183,british-feta-red-cabbage-radish-lunch-bowl-2
THA-184,"Mediterranean-style Butter Bean, Cucumber & Pak Choi Stuffed Pitta",,lunch,Mediterranean-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin butter beans, drained
250g cucumber, chopped
250g pak choi, chopped
250g buckwheat
1 tsp oregano
1 tsp basil
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add butter bean, cucumber and pak choi, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the buckwheat as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Butter Bean, cucumber, pak choi and buckwheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains butter bean
contains cucumber
contains pak choi
contains buckwheat
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-184,Mediterranean-style-butter-bean-cucumber-pak-choi-stuffed-pitta
THA-185,"Moroccan-style Tuna, Pumpkin & Cauliflower Jacket Potato 2",,lunch,Moroccan-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
4 quality tuna fillets or 350g tuna
250g pumpkin, chopped
250g cauliflower, chopped
250g potato
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add tuna, pumpkin and cauliflower, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the potato as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Quality tuna is paired with pumpkin, cauliflower and potato for a whole-food meal where protein is balanced by vegetables and fibre.","category: lunch
contains tuna
contains pumpkin
contains cauliflower
contains potato
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-185,Moroccan-style-tuna-pumpkin-cauliflower-jacket-potato-2
THA-186,"Thai-style Greek Yoghurt, Kale & Peas Frittata 2",,lunch,Thai-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g Greek yoghurt
250g kale, chopped
250g peas, chopped
250g brown basmati rice
1 tsp ginger
1 tsp lime
200ml reduced-fat coconut milk
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add Greek yoghurt, kale and peas, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the brown basmati rice as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Greek Yoghurt, kale, peas and brown basmati rice create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains Greek yoghurt
contains kale
contains peas
contains brown basmati rice
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-186,Thai-style-greek-yoghurt-kale-peas-frittata-2
THA-187,"Peruvian-style Edamame, Fennel & Mushroom Lunch Bowl",,lunch,Peruvian-inspired,easy,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g edamames
250g fennel, chopped
250g mushroom, chopped
250g bulgur wheat
1 tsp cumin
1 tsp lime
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add edamame, fennel and mushroom, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the bulgur wheat as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Edamame, fennel, mushroom and bulgur wheat create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains edamame
contains fennel
contains mushroom
contains bulgur wheat
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-187,Peruvian-style-edamame-fennel-mushroom-lunch-bowl
THA-188,"British Cod, Onion & Fennel Stuffed Pitta 2",,lunch,British family kitchen,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
4 quality cod fillets or 350g cod
250g onion, chopped
250g fennel, chopped
250g wholewheat noodles
1 tsp thyme
1 tsp parsley
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add cod, onion and fennel, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the wholewheat noodles as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Quality cod is paired with onion, fennel and wholewheat noodles for a whole-food meal where protein is balanced by vegetables and fibre.","category: lunch
contains cod
contains onion
contains fennel
contains wholewheat noodles
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-188,british-cod-onion-fennel-stuffed-pitta-2
THA-189,"Mediterranean-style Cottage Cheese, Cauliflower & Red Pepper Jacket Potato 2",,lunch,Mediterranean-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
250g cottage cheese
250g cauliflower, chopped
250g red pepper, chopped
250g sweet potato
1 tsp oregano
1 tsp basil
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add cottage cheese, cauliflower and red pepper, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the sweet potato as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Cottage Cheese, cauliflower, red pepper and sweet potato create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains cottage cheese
contains cauliflower
contains red pepper
contains sweet potato
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-189,Mediterranean-style-cottage-cheese-cauliflower-red-pepper-jacket-potato-2
THA-190,"Moroccan-style Kidney Bean, Courgette & Green Bean Frittata",,lunch,Moroccan-inspired,medium,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
1 x 400g tin kidney beans, drained
250g courgette, chopped
250g green bean, chopped
250g brown rice
1 tsp ground cumin
1 tsp ground coriander
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add kidney bean, courgette and green bean, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the brown rice as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Kidney Bean, courgette, green bean and brown rice create a filling plant-forward meal built from recognisable ingredients and simple seasoning.","category: lunch
contains kidney bean
contains courgette
contains green bean
contains brown rice
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-190,Moroccan-style-kidney-bean-courgette-green-bean-frittata
THA-191,"Thai-style Mackerel, Cherry Tomato & Pumpkin Lunch Bowl 2",,lunch,Thai-inspired,easy,4,15,20,"1 tbsp olive oil
1 onion, finely chopped
2 garlic cloves, crushed
4 quality mackerel fillets or 350g mackerel
250g cherry tomato, chopped
250g pumpkin, chopped
250g pearl barley
1 tsp ginger
1 tsp lime
200ml reduced-fat coconut milk
Juice of 1 lemon or lime
Fresh herbs, to serve
Optional chilli flakes or sliced jalapeños, added after serving","1. Heat olive oil in a large pan and cook onion for 6–8 minutes.
2. Add garlic and spices and cook for 1 minute.
3. Add mackerel, cherry tomato and pumpkin, stirring to coat in the flavour base.
4. Add tomatoes, stock or water as listed and simmer until tender.
5. Cook or stir in the pearl barley as appropriate for the dish.
6. Season lightly and serve with fresh herbs, with chilli or jalapeños added at the table.","Quality mackerel is paired with cherry tomato, pumpkin and pearl barley for a whole-food meal where protein is balanced by vegetables and fibre.","category: lunch
contains mackerel
contains cherry tomato
contains pumpkin
contains pearl barley
mild base recipe
lunchbox friendly",tha_library,authored,starter,THA Original Founding Cookbook,tha_original:THA-191,Thai-style-mackerel-cherry-tomato-pumpkin-lunch-bowl-2
